Date,Predicted Close Price
2020-06-30,747.7192208296582
2020-07-01,751.72687039327
2020-07-02,742.6543624523636
2020-07-03,734.1585112964395
2020-07-04,721.8729210305547
2020-07-05,722.7145325029293
2020-07-06,749.4902832221866
2020-07-07,759.5011023093458
2020-07-08,727.9956729960871
2020-07-09,741.5727178168695
